laua,laua_name,prem_count,pixel_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Voice_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,5G_high_confidence_prem_out_0,5G_high_confidence_prem_out_1,5G_high_confidence_prem_out_2,5G_high_confidence_prem_out_3,5G_high_confidence_prem_out_4,5G_high_confidence_geo_out_0,5G_high_confidence_geo_out_1,5G_high_confidence_geo_out_2,5G_high_confidence_geo_out_3,5G_high_confidence_geo_out_4,5G_very_high_confidence_prem_out_0,5G_very_high_confidence_prem_out_1,5G_very_high_confidence_prem_out_2,5G_very_high_confidence_prem_out_3,5G_very_high_confidence_prem_out_4,5G_very_high_confidence_geo_out_0,5G_very_high_confidence_geo_out_1,5G_very_high_confidence_geo_out_2,5G_very_high_confidence_geo_out_3,5G_very_high_confidence_geo_out_4,5G_SA_high_confidence_prem_out_0,5G_SA_high_confidence_prem_out_1,5G_SA_high_confidence_prem_out_2,5G_SA_high_confidence_prem_out_3,5G_SA_high_confidence_prem_out_4,5G_SA_high_confidence_geo_out_0,5G_SA_high_confidence_geo_out_1,5G_SA_high_confidence_geo_out_2,5G_SA_high_confidence_geo_out_3,5G_SA_high_confidence_geo_out_4,5G_SA_very_high_confidence_prem_out_0,5G_SA_very_high_confidence_prem_out_1,5G_SA_very_high_confidence_prem_out_2,5G_SA_very_high_confidence_prem_out_3,5G_SA_very_high_confidence_prem_out_4,5G_SA_very_high_confidence_geo_out_0,5G_SA_very_high_confidence_geo_out_1,5G_SA_very_high_confidence_geo_out_2,5G_SA_very_high_confidence_geo_out_3,5G_SA_very_high_confidence_geo_out_4
E07000193,East Staffordshire,59018,39007,2193,,1062,0.46,1.33,5.54,92.67,4.56,8.8,31.11,55.53,3.39,7.62,15.42,73.58,11.54,11.86,29.55,47.06,,,,,7.44,9.04,25.8,57.72,0.01,55,45,,,1.1,80.99,17.91,,,0.06,51.39,48.56,,,2.96,74.65,22.39,,,,,,,,2.45,72.98,24.58,,,0.01,0.15,0.49,0.79,98.56,0.58,2.39,5.25,11.78,80.01,0.19,1.03,2.74,6.78,89.26,1.96,4.83,6.98,18.42,67.81,,,,,,1.41,2.92,4.71,14.78,76.18,0,0,0.16,0.83,99.01,0.22,0.83,2.91,8.7,87.34,0.01,0.19,1.31,5.41,93.08,0.87,2.1,4.92,15.5,76.61,,,,,,0.94,0.75,3.39,9.89,85.03,1.1,2.63,13.31,22.22,60.74,3.91,11.75,29.96,31.96,22.43,2.19,8.66,39.56,40.09,9.5,13.68,28.01,35.83,18.44,4.04,10.38,85.93,3.69,,,37.27,56.74,5.97,0.02,,25.04,74.84,0.12,,,67.04,31.82,1.13,,
E07000244,East Suffolk,129742,126068,6329,,2799,0.27,2.04,10.16,87.52,4.89,9.46,31.47,54.17,1.55,7.09,26.65,64.71,15.06,20.11,30,34.82,,,,,7.54,15.11,32.12,45.23,,75.49,24.51,,,0.32,87.27,12.4,,,0,61.99,38.01,,,1.44,83.19,15.37,,,,,,,,0.43,79.03,20.54,,,,0.06,0.4,2.89,96.65,1.32,2.52,4.89,17.65,73.62,0.01,0.51,1.76,6.62,91.1,3.29,7.68,12.92,23.23,52.88,,,,,,0.68,3.93,7.93,25.08,62.38,,0.01,0.18,2.21,97.6,0.12,2.06,3.99,12.53,81.29,0,0.03,1.08,6.7,92.19,0.44,4.47,11.27,24.4,59.42,,,,,,0.07,1.32,5.5,23.22,69.88,15.46,18.45,19.34,18.39,28.37,37.07,32.8,20.37,6.46,3.3,22.51,23.4,26.57,20.71,6.81,54.77,28.96,12.52,2.99,0.76,32.14,61.56,6.3,,,60.66,37.25,2.09,,,44.01,52.26,3.73,,,77.97,21.1,0.93,,
E07000061,Eastbourne,51661,4423,489,,339,,,2.14,97.86,0.03,3.07,24.17,72.73,0.45,1.04,5.04,93.47,,3.68,21.88,74.44,,,,,,4.13,20.35,75.52,,58.34,41.66,,,,86.34,13.66,,,0.11,55.87,44.02,,,0.2,87.73,12.07,,,,,,,,,84.07,15.93,,,,,,0.04,99.96,0,0.02,0.7,5.34,93.94,0.09,0.38,1.06,2.13,96.34,,,1.23,7.98,90.8,,,,,,,,1.77,9.44,88.79,,,,,100,,0.02,0.12,2.08,97.78,,0.11,0.9,1.92,97.06,,,,3.07,96.93,,,,,,,,,3.54,96.46,0.04,0.01,8.15,80.99,10.81,20.35,7.82,7.46,55.96,8.41,0.32,2,54.41,42.85,0.42,28.13,5.11,35.72,30.21,0.84,0.12,99.88,,,,21.21,78.79,,,,5.89,94.11,,,,33.21,66.79,,,
E07000086,Eastleigh,63578,7984,736,216,520,,0.01,3.96,96.03,1.76,3.87,25.74,68.63,,0.28,7.08,92.65,1.49,4.21,20.92,73.37,,,24.07,75.93,,,19.04,80.96,,33.91,66.09,,,0.01,77.09,22.9,,,,32.72,67.28,,,,73.1,26.9,,,,59.72,40.28,,,,60.77,39.23,,,,,,0.08,99.92,0,0.31,0.9,6.41,92.37,,,,0.26,99.74,,0.41,1.77,7.47,90.35,,,,3.7,96.3,,,,2.88,97.12,,,,0.01,99.99,,0.01,0.37,2.89,96.73,,,,0.1,99.9,,,0.68,4.89,94.43,,,,3.7,96.3,,,,2.31,97.69,0.02,4.17,17.01,36.22,42.57,0.4,5.34,19.9,37.25,37.11,0.75,22.22,37.41,24.22,15.41,3.14,20.82,41.22,22.87,11.95,26.76,65.16,8.08,,,24.9,68.65,6.45,,,60.74,39.05,0.21,,,52.53,47.24,0.23,,
E07000207,Elmbridge,62550,9642,1047,73,871,,0.12,1.09,98.79,0.55,3.18,25.3,70.96,,0.41,5.75,93.84,1.43,2.1,19.77,76.7,,13.7,43.84,42.47,1.72,2.64,20.44,75.2,,89.71,10.29,,,,97.31,2.69,,,,83.06,16.94,,,,97.13,2.87,,,,87.67,12.33,,,,95.64,4.36,,,,,,0.07,99.93,,0.05,0.46,1.81,97.67,,,,0.75,99.25,,0.48,1.15,6.02,92.36,,,,12.33,87.67,,0.57,1.26,6.31,91.85,,,,0.07,99.93,,,0.24,1.07,98.68,,,,0.74,99.26,,,1.15,4.97,93.89,,,,12.33,87.67,,,1.26,5.74,93,,0.63,1.83,5.83,91.7,0.04,0.86,6,19.84,73.25,0.36,6.64,15.9,36.36,40.74,2.64,13.73,21.52,34.05,28.05,2.49,8.89,13.77,74.85,,5.29,19.8,22.22,52.7,,8.25,34.64,30.14,26.97,,18.64,38.28,24.03,19.05,
E09000010,Enfield,137761,8220,1027,104,1055,,0,0.86,99.14,0.23,0.75,17.68,81.34,,0.27,3.86,95.88,,0.78,17.33,81.89,,,14.42,85.58,,0.76,17.82,81.42,,61.15,38.85,,,0.03,85.28,14.69,,,,69.55,30.45,,,,84.23,15.77,,,,100,,,,,85.69,14.31,,,,,,0.01,99.99,,,0.09,1.01,98.9,,,,0.09,99.91,,,,0.19,99.81,,,,2.88,97.12,,,,0.47,99.53,,,,,100,,,0.04,0.9,99.06,,,,0.07,99.93,,,,0.19,99.81,,,,2.88,97.12,,,,0.47,99.53,,,0.01,2.49,97.5,,,0.57,5.19,94.23,0,0.24,3.87,41.44,54.45,0.26,1.73,7.3,38.93,51.79,,,0.28,99.72,,0.01,0.11,6.03,93.84,,0,1.02,12.06,86.91,,0.49,4.66,25.45,69.4,
E07000072,Epping Forest,62707,33916,1726,555,1402,0.16,0.5,5.58,93.76,3.14,7.79,27.48,61.59,0.93,2.72,14.05,82.3,5.39,13.67,31.81,49.13,,1.08,17.12,81.8,4.64,9.77,27.03,58.56,,80.96,19.04,,,0.11,89.62,10.27,,,0.03,86.41,13.56,,,0.17,94.84,4.98,,,,90.09,9.91,,,0.21,91.3,8.49,,,,,0.12,0.63,99.25,0.69,1.16,3.14,10.59,84.42,,0.02,0.29,2.67,97.02,1.04,2.09,7.24,15.93,73.7,,,,4.14,95.86,1.14,1.5,3.5,11.2,82.67,,,0.01,0.29,99.7,0.04,0.76,2.18,8.43,88.6,,0,0.09,1.42,98.49,0.12,1.97,5.1,12.51,80.3,,,,3.06,96.94,0.14,2.28,2.5,7.13,87.95,1.04,7.63,9.9,27.5,53.93,1.71,14.06,22.08,36.34,25.8,6.22,10.04,25.09,44.39,14.26,11.86,25.91,29.73,27.37,5.14,1.83,19.85,12.32,66,,5.69,36.17,20.88,37.26,,10.33,16.73,25.99,46.95,,27.74,33.71,22.61,15.94,
E07000208,Epsom and Ewell,33985,3408,479,,219,,,0.87,99.13,0.26,1.73,17.03,80.97,,0.67,6.02,93.31,,4.59,23.17,72.23,,,,,,1.37,19.63,79,,34.23,65.77,,,,68.04,31.96,,,,39.91,60.09,,,,81.21,18.79,,,,,,,,,75.34,24.66,,,,,,,100,,,0.48,6.43,93.1,,,,0.56,99.44,,,1.04,8.14,90.81,,,,,,,,,9.13,90.87,,,,,100,,,,1.27,98.73,,,,0.15,99.85,,,,3.34,96.66,,,,,,,,,0.46,99.54,,0.08,0.19,16.72,83.01,,0.03,1.47,11.33,87.18,0.72,0.94,10.38,51.43,36.52,1.12,2.14,11.24,41.78,43.72,0.31,1.2,7.35,91.13,,0.97,5.31,12.35,81.37,,2.69,5.56,28.42,63.34,,6.9,11.77,28.26,53.08,
E07000036,Erewash,56634,10946,808,107,675,,0,1.27,98.73,1.15,3.07,27.36,68.42,,0.01,3.54,96.45,0.25,4.33,23.14,72.28,,,11.21,88.79,,4,22.81,73.19,,47.23,52.77,,,,73.63,26.37,,,,55.68,44.32,,,,75.12,24.88,,,,62.62,37.38,,,,77.78,22.22,,,,,,0.05,99.95,,0.28,2.53,8.08,89.1,,,,0.2,99.8,,0.5,3.22,10.27,86.01,,,,1.87,98.13,,0.15,3.56,10.81,85.48,,,,,100,,,0.42,5.06,94.52,,,,0.06,99.94,,,1.49,7.3,91.21,,,,1.87,98.13,,,1.19,8.15,90.67,,0.5,21.11,24.7,53.69,0.01,0.67,21.66,25.39,52.27,0.41,3.22,48.56,20.5,27.31,0.41,7.43,46.91,25.54,19.71,0.98,3.24,44.6,51.18,,2.58,7.73,45.19,44.5,,10.16,25.04,30.51,34.29,,24.26,25.76,28.02,21.96,
E07000041,Exeter,62918,4709,491,62,339,,,1.65,98.35,,0.59,33.46,65.95,,0.19,3.12,96.69,,0.2,37.68,62.12,,,8.06,91.94,,0.29,33.63,66.08,,24.74,75.26,,,,62.31,37.69,,,,18.43,81.57,,,,55.4,44.6,,,,45.16,54.84,,,,46.9,53.1,,,,,,0,100,0,,0.08,3.42,96.5,,0.02,0.06,0.57,99.34,,,0.2,3.67,96.13,,,,6.45,93.55,,,,5.6,94.4,,,,0,100,,,0,1.4,98.6,,,0.04,0.38,99.58,,,0.2,2.65,97.15,,,,4.84,95.16,,,,3.83,96.17,,27.65,69.36,2.81,0.19,0.04,23.25,68.17,7.71,0.83,0.16,75.02,24.39,0.43,,1.21,65.85,32.53,0.4,,0.73,97.77,1.51,,,1.74,94.82,3.44,,,7.54,91.96,0.49,,,13.44,85.9,0.66,,
S12000014,Falkirk,77258,29722,2484,542,1807,0.03,0.19,6.49,93.29,0.76,2.68,34.14,62.42,2.3,5.1,13.3,79.29,5.31,6.92,32.61,55.15,,1.29,17.34,81.37,1.44,3.54,27.78,67.24,0.02,22.85,77.13,,,0.88,65.19,33.93,,,0.41,29.3,70.29,,,4.31,60.31,35.39,,,,46.86,53.14,,,0.06,54.18,45.77,,,,0.07,0.8,0.66,98.48,0.15,0.41,1.08,9.35,89,0.02,1.52,3.39,5.39,89.68,1.41,3.02,5.8,12.56,77.21,,,0.18,4.8,95.02,0.11,0.17,1.44,8.52,89.76,,,0.07,1.27,98.66,0.05,0.15,0.7,7.09,92.02,0,0.2,1.44,5.27,93.09,0.68,1.89,2.46,12.28,82.69,,,,3.14,96.86,,0.11,0.17,6.25,93.47,1.44,8.87,21.54,30.11,38.03,15.33,15.3,20.53,25.65,23.19,4.16,24.17,35.93,21.82,13.92,24.76,20.69,34.35,15.37,4.83,7.39,92.59,0.02,,,23.1,75.88,0.99,0.03,,16.21,83.77,0.01,,,41.17,58.31,0.52,,
E07000087,Fareham,53524,7431,434,147,466,,0,2.4,97.6,0.12,1.55,31.71,66.61,,0.01,2.33,97.66,0.46,0.69,15.21,83.64,,,25.85,74.15,0.43,0.64,19.96,78.97,,23.54,76.46,,,,66.23,33.77,,,,13.44,86.56,,,,58.99,41.01,,,,60.54,39.46,,,,62.23,37.77,,,,,,0.01,99.99,,,0.13,3.34,96.53,,,,0.15,99.85,,,0.46,4.84,94.7,,,,10.88,89.12,,,0.43,7.3,92.27,,,,,100,,,,1.51,98.49,,,,0.03,99.97,,,,2.76,97.24,,,,4.08,95.92,,,,3.43,96.57,0.02,2.14,18.7,55.23,23.91,0.22,3.74,28.95,42.5,24.6,1.29,16.35,38.08,38.34,5.94,2.19,20.1,43.59,26.81,7.31,49.06,21.74,29.2,,,41.49,29.03,29.44,0.04,,65.68,19.41,14.91,,,59.57,25.84,14.59,,
E07000010,Fenland,50183,54644,2465,,895,0.81,1.21,9.32,88.66,6.58,9.82,34.79,48.81,0.13,0.97,14.62,84.29,15.62,20.2,36.88,27.3,,,,,3.69,13.52,45.7,37.09,,63.54,36.46,,,0.76,76.5,22.74,,,,56.51,43.49,,,0.57,89.01,10.43,,,,,,,,,87.04,12.96,,,,,0.2,1.7,98.1,1.31,3.61,6.51,16.86,71.72,,,0.01,1.08,98.91,1.42,5.64,17.81,25.84,49.29,,,,,,,1.56,8.16,22.46,67.82,,,0.03,0.65,99.32,0.14,1.78,4.8,9.75,83.52,,,0.01,0.17,99.83,0.08,1.78,8.15,25.8,64.18,,,,,,,,3.35,18.21,78.44,0.81,5.87,33.1,44.27,15.95,0.82,7.65,49.95,35.52,6.06,6.23,11.45,45.17,33.78,3.36,14.96,32.2,42.1,9.84,0.9,4.47,95.53,,,,5.08,94.92,,,,18.33,81.67,,,,47.26,52.74,,,
N09000006,Fermanagh and Omagh,55076,285032,9332,,3683,1.21,2.35,28.32,68.12,10.02,13.6,47.81,28.58,4.85,6.52,26.66,61.97,16.56,19.96,40.08,23.4,,,,,8.82,14.58,44.26,32.34,0.04,98.89,1.07,,,1.65,97.61,0.74,,,0.36,98.99,0.65,,,2.06,97.71,0.24,,,,,,,,0.9,98.51,0.6,,,0.43,0.57,1.48,5.4,92.12,2.56,4.98,14.79,23.63,54.05,1.65,2.43,4.89,9.73,81.3,3.58,7.09,15.42,25.57,48.34,,,,,,0.87,3.18,9.69,23.27,62.99,0.02,0.58,1.44,5.14,92.82,0.82,3.12,13.46,25.31,57.29,0.18,1.89,4.85,10.02,83.05,0.66,4.77,13.42,28.41,52.74,,,,,,0.14,1.49,7.25,22.92,68.21,15.24,46.34,36.64,1.78,0,24.7,41.26,32.28,1.76,0,26.98,53.38,19.44,0.2,,39.1,39.2,21.61,0.09,,22.99,77.01,,,,38.36,61.64,,,,41.41,58.59,,,,58.76,41.24,,,
S12000047,Fife,196441,132474,8645,271,5163,0.09,0.5,3.77,95.64,1.41,4.08,32.06,62.44,0.88,2.75,12.31,84.06,6.04,9.23,27.48,57.25,0.37,0.74,19.56,79.34,2.73,6.95,26.36,63.96,,46.95,53.05,,,0.21,69.29,30.5,,,0.01,46.12,53.86,,,1.05,66.36,32.59,,,,64.94,35.06,,,0.33,66.47,33.2,,,0,0.01,0.05,0.39,99.55,0.2,0.48,2.29,8.26,88.78,0.06,0.22,0.92,3.66,95.13,1.08,1.94,6.42,15.05,75.51,,,,3.69,96.31,0.25,0.54,4.01,13.04,82.16,,0,0.01,0.2,99.78,0.05,0.27,1.26,5.71,92.71,0,0.08,0.4,2.9,96.61,0.36,1.21,3.86,12.32,82.24,,,,1.11,98.89,0.04,0.25,1.92,9.63,88.17,2.42,6.33,22.98,44.28,23.99,8.02,21.21,33.9,26.68,10.18,5.42,17.2,43.2,26.63,7.55,17.85,29.3,39.9,11.47,1.48,13.66,73.73,9.91,2.7,,34.86,51.51,11.83,1.8,,22.45,69.49,7.86,0.2,,52.16,39.92,7.66,0.27,
W06000005,Flintshire,75753,43708,3329,,2455,0.14,0.58,12.19,87.1,2.57,9.51,44.31,43.61,1.04,2.85,12.54,83.57,5.32,10.09,37.67,46.92,,,,,3.3,10.51,39.1,47.09,0,33.56,66.44,,,0.18,62.03,37.79,,,0.03,35,64.97,,,0.9,68.01,31.09,,,,,,,,0.65,69.86,29.49,,,0.01,0.11,0.23,2.2,97.46,0.59,0.99,8.55,22.28,67.59,0.16,0.56,1.2,4.29,93.8,2.67,1.89,7.51,26.4,61.52,,,,,,1.14,1.22,8.07,28.15,61.43,,0.01,0.13,0.74,99.12,0.07,0.41,3.42,14.14,81.95,0.01,0.14,0.56,3.12,96.18,0.69,1.53,4.39,17.54,75.85,,,,,,0.45,0.86,3.67,19.1,75.93,29.66,49,20.02,1.3,0.02,33.04,39.16,22.07,5.68,0.05,43.29,50.77,5.92,0.01,,42.19,46.94,10.57,0.3,,95.54,4.4,0.05,,,88.63,10.79,0.58,,,99.48,0.52,,,,98.43,1.57,0,,
E07000112,Folkestone and Hythe,56122,35680,1440,166,1158,0.1,0.37,9.1,90.43,2.68,8.23,29.46,59.63,1.09,2.84,14.16,81.9,2.01,7.78,29.65,60.56,,1.81,19.88,78.31,0.26,4.23,26.68,68.83,,34.52,65.48,,,0.15,68.24,31.61,,,,46.14,53.86,,,0.14,71.6,28.26,,,,31.93,68.07,,,,66.41,33.59,,,0.05,0.05,0.09,0.94,98.88,0.25,1.4,5.05,9.47,83.83,0.5,0.78,1.38,4.66,92.67,0.83,1.04,2.92,15,80.21,,,1.2,3.61,95.18,,,0.78,12.87,86.36,,0.08,0.07,0.76,99.09,0.07,0.39,2.83,11.55,85.15,,0.85,1.52,4.61,93.03,0.14,1.04,1.88,14.37,82.57,,,1.2,1.81,96.99,,,0.43,11.31,88.26,3.46,6.99,39.1,50.44,0.01,16.82,15.07,39.36,27.81,0.94,5.8,12.97,57.85,23.39,,25.98,27.47,38.59,7.95,0.01,14.06,85.94,,,,35.16,64.84,,,,33.67,66.33,,,,62.53,37.47,,,
E07000080,Forest of Dean,43232,52640,2674,176,1483,1.21,2.51,15.2,81.08,10.07,13.6,37.11,39.22,4,6.99,18.35,70.67,18.4,16.98,28.76,35.86,1.14,3.41,28.98,66.48,14.09,15.51,27.98,42.41,0.41,51.11,48.48,,,2.79,79.64,17.58,,,0.59,43.93,55.48,,,8.64,68.47,22.89,,,,56.25,43.75,,,5.8,67.03,27.17,,,0.07,0.63,1.2,5.83,92.27,2.73,4.45,10.94,18.53,63.35,0.62,2.12,3.92,9.35,83.99,3.33,10.51,13.31,20.68,52.17,,,1.14,4.55,94.32,1.75,9.37,11.13,17.33,60.42,0.01,0.43,0.51,3.32,95.73,0.96,2.85,7.47,16.06,72.67,0.03,0.96,2.33,7.83,88.84,1.65,6.66,9.84,17.24,64.62,,,,3.98,96.02,1.35,4.59,8.23,16.66,69.18,8.8,27.28,30.88,27.24,5.8,18.45,32.76,28.33,17.05,3.41,23.34,32.9,24.73,14.85,4.17,36.93,37.94,19.08,5.38,0.68,30.49,56.51,11.96,1.04,,56.49,29.33,12.9,1.28,,49.66,43.07,6.94,0.33,,78.59,15.82,5.08,0.51,
E07000119,Fylde,38586,16581,1161,147,793,0.01,0.18,2.53,97.28,1.18,3.7,28.66,66.47,0.01,0.09,3.7,96.21,1.98,7.92,32.13,57.97,0.68,7.48,36.05,55.78,1.13,4.67,35.31,58.89,,29.63,70.37,,,,46.89,53.11,,,,29.85,70.15,,,,64.69,35.31,,,,47.62,52.38,,,,65.95,34.05,,,,,,1.68,98.32,0.19,0.88,4.07,25.78,69.07,,,0.01,0.78,99.21,0.17,0.95,5.6,30.32,62.96,,,4.76,29.25,65.99,0.13,0.25,5.04,31.15,63.43,,,,0.22,99.78,,0.19,1.51,9.42,88.88,,,,0.19,99.81,,0.17,2.33,14.13,83.38,,,,4.76,95.24,,0.13,1.13,12.99,85.75,4.04,22.83,29.98,28.34,14.81,1.66,13.87,30.61,33.25,20.61,16.09,33.69,21.54,22.98,5.71,9.29,29.59,25.1,30.03,5.98,18.45,80.75,0.8,,,8.71,82.97,8.32,,,49.64,50.25,0.1,,,38.72,59.83,1.45,,
E08000037,Gateshead,103086,14235,1395,72,946,,0.07,1.87,98.06,1.26,4.22,24.69,69.83,0.11,1.51,9.36,89.01,2.65,3.37,22.72,71.25,5.56,20.83,36.11,37.5,0.74,3.91,24.95,70.4,,54.69,45.31,,,0,74.9,25.1,,,,34.44,65.56,,,,61.51,38.49,,,,100,,,,,61.31,38.69,,,,,0,0.12,99.88,0.05,0.36,0.66,4.44,94.49,,0.01,0.15,3.75,96.09,0.14,0.72,2.22,8.82,88.1,,,4.17,15.28,80.56,,,1.06,11.52,87.42,,,0,0.07,99.92,,0.09,0.42,2.84,96.65,,,0.05,3.34,96.61,,0.14,1.08,8.39,90.39,,,,5.56,94.44,,,0.11,9.62,90.27,0,0.26,5.6,33.34,60.79,0.4,3.2,15,30.95,50.45,0.82,6.26,29.12,43.19,20.6,5.75,13.21,30.97,35.66,14.42,0.98,91.83,7.19,,,3.46,90.43,6.1,,,15.1,82.73,2.17,,,23.42,74.56,2.02,,
E07000173,Gedling,57816,12010,796,,450,,0.02,1.7,98.28,0.47,3.25,34.24,62.04,0.07,0.94,11.31,87.69,2.76,8.17,35.3,53.77,,,,,0.44,5.11,36.22,58.22,,83.41,16.59,,,0.03,95.32,4.65,,,,49.96,50.04,,,0.13,83.67,16.21,,,,,,,,,91.11,8.89,,,,,0.01,0.14,99.85,0.01,0.19,0.56,4.91,94.32,,0.01,0.32,4.9,94.77,2.14,1.26,6.91,9.55,80.15,,,,,,0.22,0.22,8.67,8.67,82.22,,,0.01,0.07,99.93,,0.05,0.26,2.24,97.45,,,0.08,4.3,95.61,0.13,0.38,5.4,10.3,83.79,,,,,,,,5.33,10.44,84.22,0,5.66,7.72,6.01,80.61,0.14,15.06,29.34,19.28,36.18,0.55,10.87,13.33,37.2,38.05,5.12,29.72,31.57,17.78,15.81,10.07,2.65,8.01,79.28,,22.04,13.26,29.32,35.38,,12.99,3.22,24.25,59.54,,36.69,18.54,23.73,21.04,
S12000049,Glasgow City,342335,17464,2237,708,2108,,,0.46,99.54,0,0.03,12.75,87.21,,,2.4,97.6,0.04,0.13,15.06,84.76,,,22.32,77.68,,0.05,17.55,82.4,,44.35,55.65,,,,73.78,26.22,,,,50.95,49.05,,,,74.12,25.88,,,,84.32,15.68,,,,79.41,20.59,,,,,,0,100,,0.02,0.07,0.58,99.33,,,,0.07,99.93,0.04,,0.09,1.79,98.08,,,0.28,2.68,97.03,,,0.09,1.47,98.43,,,,0,100,,,0.03,0.34,99.64,,,,0.06,99.94,,,0.09,1.61,98.3,,,,2.97,97.03,,,,1.52,98.48,,,0.02,4.12,95.87,,0.01,0.26,4.73,95,,0.05,2.71,32.39,64.85,0.2,0.76,4.23,31.89,62.93,,0.01,0.5,99.49,,,0.27,1.95,97.78,,0,0.08,6.36,93.56,,0.54,1.08,9.94,88.44,
E07000081,Gloucester,62314,4052,555,18,418,,,1.02,98.98,2.65,1.74,11.16,84.45,,,1.41,98.59,0.18,0.54,14.95,84.32,,,,100,0.24,0.72,15.31,83.73,,37.85,62.15,,,0.02,73.32,26.66,,,,36.15,63.85,,,,83.06,16.94,,,,,100,,,,83.25,16.75,,,,,,,100,,,0.12,4.58,95.3,,,,,100,,,0.18,1.26,98.56,,,,,100,,,0.24,1.67,98.09,,,,,100,,,,0.37,99.63,,,,,100,,,,0.72,99.28,,,,,100,,,,0.96,99.04,,4.27,9.48,36.25,50,,3.43,13.15,37.12,46.3,0.9,13.31,22.59,41.84,21.36,0.86,14.22,27.94,37.59,19.4,1.56,98.44,,,,2.59,97.41,,,,21.34,78.66,,,,23.17,76.83,,,
E07000088,Gosport,39402,2553,259,,93,,,,100,,0.11,17.52,82.37,,,0.16,99.84,,,12.36,87.64,,,,,,,10.75,89.25,,11.47,88.53,,,,62.63,37.37,,,,14.49,85.51,,,,56.37,43.63,,,,,,,,,81.72,18.28,,,,,,,100,,,,2.25,97.75,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,0.04,99.96,,,,,100,,,,,100,,,,,,,,,,100,,,3.7,38.7,57.6,,0.04,3.56,40.27,56.13,,5.11,19.63,48.2,27.06,,4.74,23.58,49.04,22.64,,13.93,86.07,,,,12.89,87.11,,,0.01,53.21,46.78,,,0.2,47.87,51.94,,
